4fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;DO
1.654338532;-1.384010512;1.483689439;-0.453076665;-0.264877544;0.107558441;0.411371763;0.664069453;-0.978798212;-0.461036137;-0.584594225;2
0.563072081;-0.546301097;0.867676609;-0.453076665;-0.052406794;-0.657248438;-0.743807601;0.176609351;-0.201528002;-0.638019999;-0.866107903;2
0.333331775;-0.155370037;-0.31301465;-0.240299852;0.011334431;0.48996188;-0.227016833;0.091833682;0.122334586;1.013829386;0.635298377;0
-1.562025745;0.514797495;-1.237033895;-0.736779083;-0.158642169;-0.944051017;-1.017402713;-0.936071314;2.259827663;-0.225057653;-0.303080548;1
-0.700499599;1.15704138;-0.569686662;-0.453076665;0.26629933;-0.083643279;0.928162531;-0.077717658;-0.266300519;-0.107068411;-1.053783688;1
-0.470759294;0.291408318;1.483689439;0.398030589;1.392394304;-1.039651877;-0.987003256;-1.05263786;-0.654935624;2.193721804;1.10448784;2
1.941513914;-0.434606508;1.843030257;-0.240299852;-0.307371694;-0.848450157;-0.713408144;1.586004861;-0.654935624;0.187904693;0.447622592;2
1.424598226;-1.328163218;0.765007803;-0.665853479;-0.073653869;0.29876016;-0.591810316;-0.687042784;-0.201528002;0.423883177;1.386001517;2
-0.298454065;-0.155370037;0.148994973;-0.453076665;-0.264877544;-0.752849297;-0.743807601;-0.448611213;-0.007210449;-0.579025379;-0.02156687;1
0.390766852;0.738186672;-0.51835226;0.327104985;-0.222383394;-1.039651877;-1.017402713;0.452130278;-0.136755484;-0.638019999;-0.02156687;1
-0.470759294;0.123866435;-0.159011442;-0.382151061;-0.201136319;-0.561647578;-0.561410859;0.823023833;0.899604796;0.718856281;-0.866107903;1
-0.585629447;2.525300091;-1.13436509;-0.311225456;-0.562336593;0.39436102;0.076977737;0.160713913;-0.007210449;-0.638019999;-0.678432118;1
-0.298454065;0.179713729;-0.775024272;-0.382151061;-0.116148019;-0.848450157;-0.561410859;0.134221517;0.381424656;-0.932993104;-0.959945795;1
0.275896699;-0.32291192;1.124348621;0.25617938;-0.052406794;0.107558441;1.93134461;0.77003904;-0.136755484;-0.343046895;-0.584594225;3
2.056384066;-0.71384298;1.945699062;-0.275762654;-0.413607068;-0.848450157;-0.591810316;1.087947801;-1.626523387;0.128910072;0.822974162;0
1.079987768;-1.328163218;1.945699062;-0.098448642;-0.264877544;-0.944051017;-0.895804885;-0.581073197;-0.590163107;-0.166063032;1.292163625;2
0.275896699;-1.607399689;1.381020634;-0.027523038;-0.094900944;0.872365319;0.320173392;0.823023833;0.510969691;-0.69701462;-1.14762158;3
-0.183583912;0.347255612;-0.569686662;-0.52400227;-0.477348293;-1.230853596;-0.926204342;-0.289656832;0.705287243;1.544780974;0.072271022;1
-0.011278683;0.710263025;-0.775024272;-0.169374247;-0.094900944;-0.083643279;2.022542981;-0.077717658;-0.914025694;0.01092083;-0.584594225;3
-0.183583912;0.403102906;-0.980361882;0.043402567;-0.668571968;-1.230853596;-1.199799455;-2.059348939;-0.590163107;-1.699923176;2.418218335;0
0.218461623;-0.378759214;0.200329376;-0.027523038;0.818723279;0.776764459;0.532969591;0.377951567;-1.367433317;0.482877798;-0.77227001;3
-0.183583912;-0.155370037;0.611004596;0.043402567;-0.116148019;-0.370445858;-0.014220634;0.928993421;0.770059761;-0.225057653;0.259946807;0
2.400994525;-0.825537569;1.689027049;0.043402567;-0.137395094;1.445970478;0.776165246;1.51182615;-1.367433317;0.423883177;0.072271022;0
-0.011278683;0.291408318;-0.72368987;0.25617938;0.181311031;-0.179244139;0.502570134;0.876008627;-0.914025694;-0.225057653;-1.241459473;3
-0.52819437;-1.328163218;0.559670193;-0.594927874;-0.541089518;-0.657248438;-0.500611945;0.028251929;0.640514726;-0.756009241;-0.866107903;1
1.826643761;-1.942483455;1.227017426;1.03636103;0.35128763;-1.135252737;-0.713408144;1.51182615;-0.201528002;1.839754078;-0.303080548;2
-1.447155592;-1.328163218;-0.056342637;-0.594927874;-0.519842443;-1.230853596;-1.078201627;-2.779942131;0.510969691;-0.69701462;2.887407798;0
1.654338532;0.738186672;-0.159011442;-0.027523038;-0.052406794;0.011957581;0.198575565;1.352871769;-1.626523387;0.364888556;0.541460485;2
2.573299754;-1.272315923;2.407708684;0.043402567;0.160063956;-0.657248438;-0.561410859;1.405856563;-0.719708142;0.65986166;0.3537847;2
0.275896699;-0.490453803;1.124348621;0.185253776;-0.094900944;0.203159301;1.961744067;0.77003904;-0.071982967;-0.343046895;-0.866107903;3
-0.183583912;-0.043675448;-1.237033895;-0.594927874;-0.371112918;-0.561647578;-0.34861466;-0.528088403;0.187107103;-0.520030758;-0.39691844;1
0.448201928;-1.551552395;0.354332583;-0.382151061;-0.349865844;2.784382515;0.624167962;0.499816592;0.834832278;1.190813248;-0.209242655;2
0.218461623;1.74343797;-1.391037103;-0.807704688;-0.477348293;0.776764459;-0.409413574;-0.713535181;-0.266300519;-0.638019999;-0.678432118;1
0.563072081;1.380430557;-0.005008234;0.185253776;-0.201136319;0.776764459;0.289773935;0.876008627;-0.007210449;0.069915451;0.166108915;3
0.73537731;0.179713729;-0.210345844;0.610807403;0.30879348;2.019575637;1.384154385;1.51182615;-0.071982967;-0.048073791;-0.303080548;3
0.10359147;-0.32291192;-0.005008234;-0.453076665;-0.626077818;0.203159301;-0.25741629;-0.830101727;-0.978798212;1.131818627;0.635298377;0
-0.643064523;0.179713729;-0.056342637;-0.382151061;-0.094900944;-0.274844998;1.627350041;-0.469805131;-0.331073037;-0.815003862;-0.490756333;3
-0.700499599;0.347255612;-1.288368298;-0.169374247;-0.116148019;0.776764459;1.444953299;0.367354608;1.547329971;-0.756009241;-0.678432118;3
-0.470759294;-0.71384298;-0.467017857;-0.665853479;-0.179889244;0.776764459;0.350572849;-0.130702451;0.187107103;-0.461036137;-0.959945795;3
-1.332285439;0.068019141;-1.083030687;-0.52400227;-0.796054418;2.115176497;1.292956014;-2.324272907;-0.071982967;-0.932993104;0.119189969;0
-0.011278683;0.179713729;-0.261680247;-0.098448642;-0.116148019;-0.561647578;1.201757644;0.823023833;0.381424656;-0.225057653;-0.866107903;3
1.309728074;-0.937232157;1.689027049;-0.240299852;1.371147229;-0.848450157;-0.865405428;0.981978214;-1.756068422;2.370705666;-0.959945795;2
-0.470759294;1.35250691;-0.364349052;3.944310817;0.22380518;1.350369618;1.384154385;1.151529554;-0.719708142;-0.461036137;-1.14762158;2
-0.126148836;1.408354204;-0.210345844;0.043402567;-0.604830743;-1.039651877;-0.956603799;0.134221517;0.381424656;-0.579025379;0.822974162;1
-0.298454065;0.068019141;-0.056342637;-0.382151061;0.011334431;0.6811636;0.04657828;0.717054246;0.640514726;0.482877798;-1.14762158;1
1.424598226;2.022674442;0.148994973;0.043402567;0.946205729;-0.848450157;0.411371763;0.589890742;-2.079931009;3.078641117;-0.209242655;2
-0.700499599;-1.048926746;0.046326168;-0.382151061;-0.116148019;1.445970478;0.654567419;0.10243064;0.899604796;-1.050982346;-0.959945795;3
-1.906636203;-0.71384298;1.175683024;1.249137844;-0.881042718;1.254768758;1.019360902;-3.468744448;1.158694866;0.01092083;2.98124569;0
-0.068713759;-0.546301097;0.097660571;-0.665853479;-0.137395094;1.063567039;-0.044620091;-0.379730981;-0.395845554;-0.69701462;-0.115404763;3
-0.413324218;-0.71384298;0.097660571;-0.453076665;-0.201136319;1.254768758;0.593768505;0.18720631;0.899604796;-0.402041516;-0.866107903;3
-0.355889141;0.626492084;-0.31301465;-0.240299852;-0.222383394;1.541571338;2.63053212;-0.607565594;-0.266300519;-1.227966208;-0.490756333;3
-1.045110058;0.458950201;-1.391037103;-0.240299852;0.160063956;3.071185095;0.380972306;-0.708236702;1.935965076;0.246899314;1.010649947;0
-0.872804828;1.687590676;-0.92902748;-0.52400227;-0.286124619;-1.135252737;-0.65260923;-0.745326057;0.446197173;-1.227966208;-0.77227001;0
2.688169906;-0.32291192;1.124348621;1.249137844;-0.052406794;-0.944051017;0.016178823;2.83644599;-0.071982967;0.128910072;2.136704658;2
0.161026546;-1.719094278;0.457001388;-0.453076665;-0.498595368;3.549189394;0.928162531;-0.374432502;1.029149831;1.249807869;0.541460485;3
-0.068713759;-0.490453803;-0.159011442;-0.169374247;-0.519842443;-0.561647578;-0.561410859;-0.326746188;-0.395845554;-0.756009241;-0.209242655;0
1.194857921;-1.495705101;1.073014219;-0.453076665;-0.456101218;-0.944051017;-1.108601084;0.261385021;0.122334586;1.249807869;0.447622592;2
0.850247463;-0.881384863;0.611004596;-0.027523038;-0.179889244;1.159167899;0.563369048;0.287877418;-0.978798212;-0.402041516;-0.584594225;3
0.448201928;-1.384010512;0.970345414;4.582641258;0.56375838;-1.230853596;-1.139000541;1.199215868;-0.849253177;-0.343046895;0.447622592;2
0.965117615;-0.993079452;0.919011011;-0.027523038;0.096322731;0.39436102;1.262556557;1.289290017;-1.043570729;-1.34595545;-0.959945795;3
-0.470759294;-0.043675448;-0.826358675;-0.736779083;-0.179889244;-0.466046718;-0.227016833;0.028251929;0.705287243;-0.461036137;-0.77227001;1
-1.562025745;-1.216468629;2.613046294;8.057995881;-0.286124619;0.6811636;1.384154385;0.012356491;0.510969691;-1.050982346;0.072271022;3
1.252292997;-0.602148391;1.997033464;0.291642183;0.60625253;-0.370445858;-0.531011402;0.134221517;-0.460618072;0.541872418;1.198325732;2
0.218461623;-0.043675448;-0.92902748;-0.027523038;0.075075656;0.39436102;0.076977737;0.452130278;0.187107103;1.190813248;0.166108915;1
-1.15998021;-1.272315923;1.073014219;-0.52400227;-0.392359993;0.203159301;0.44177122;-0.448611213;0.834832278;0.718856281;-0.115404763;0
-1.389720516;0.654415731;-0.775024272;-0.382151061;-0.264877544;1.541571338;-0.075019548;-0.676445826;1.676875006;0.305893935;-0.209242655;1
-0.815369752;-0.657995686;0.200329376;-0.382151061;-0.179889244;0.48996188;0.137776651;-0.035329823;1.029149831;-0.638019999;-0.866107903;1
0.73537731;-1.10477404;1.278351829;-0.240299852;-0.286124619;-0.274844998;-0.65260923;-0.877788041;0.316652138;0.600867039;1.85519098;0
-0.470759294;-0.602148391;0.200329376;-0.665853479;-0.158642169;-0.083643279;-0.135818462;0.558099865;-0.007210449;-0.107068411;-1.335297365;1
1.194857921;-1.607399689;0.970345414;-0.52400227;-0.264877544;-0.944051017;-0.774207058;0.452130278;-0.395845554;2.134727183;0.3537847;2
-0.585629447;-0.769690274;0.200329376;-0.098448642;-0.286124619;-0.657248438;-0.014220634;-0.289656832;0.640514726;-0.69701462;-0.959945795;1
-0.815369752;-0.043675448;-0.107677039;0.043402567;-0.137395094;-0.561647578;-0.287815746;0.054744326;0.964377313;-0.932993104;0.541460485;1
-0.930239905;1.296659616;-1.288368298;-0.52400227;-0.201136319;-0.944051017;-1.04780217;-0.395626419;1.547329971;-0.166063032;-0.443837387;1
-1.217415287;0.235561024;-0.877693077;-0.311225456;-0.838548568;-1.135252737;-1.078201627;-1.200995282;0.834832278;0.600867039;0.3537847;0
-0.643064523;0.933652203;-0.72368987;-0.382151061;-0.243630469;-0.370445858;-0.804606514;-0.681744305;-0.136755484;-0.69701462;-0.303080548;1
-0.872804828;-0.267064625;-0.980361882;-0.52400227;-0.286124619;2.306378216;0.532969591;-0.771818454;-1.237888282;-0.991987725;-0.77227001;2
-0.700499599;0.849881261;-1.031696285;-0.453076665;-0.264877544;0.011957581;0.137776651;0.054744326;0.446197173;-0.815003862;-0.866107903;1
-0.355889141;-0.769690274;-0.775024272;-0.594927874;0.202558106;0.29876016;-0.591810316;-0.416820337;-0.978798212;-0.991987725;-0.959945795;1
0.563072081;-0.657995686;0.611004596;-0.240299852;-0.498595368;-0.370445858;-0.470212488;0.876008627;-0.331073037;-0.048073791;-0.209242655;2
